Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
T042-B1BALRNA-PBmiRNA_S6_qualimap	30810.6307154	35977.3609828	38252.4715844	39930.9964932	43889.0691968	46451.3429522	48666.4362323	50749.8402704	51573.7327404	52384.2860104	53295.2110556	53412.702055	53069.2497709	53147.1423824	52807.2652533	52779.9653847	53118.5260877	53360.4226258	53541.0669682	53633.6300422	54025.4791408	53578.4930378	53208.2611205	52774.153309	52917.6352922	51002.4367771	50554.3334052	50197.7595682	44417.4104306	42786.4908185	42360.3082937	41377.124303	41313.3018921	41634.4282818	41026.1369029	41017.0616954	40900.9659232	41235.5833596	41304.3769417	41626.8963307	42146.4747984	42029.8329799	42268.85037	42487.4053835	42604.8694746	42268.1711099	41470.2452061	40470.4478789	39971.0207449	40262.6239238	40369.6311646	40480.6434901	40188.5219015	39587.6175144	39370.2481147	39101.6944869	38912.4584907	38694.6335717	38558.9644383	38596.3871551	38678.4895391	38359.8280124	38101.4127755	37980.521525	38108.2071708	37999.3250628	37758.4859212	37918.4878511	37466.9222881	37025.5805185	37000.5976735	36639.9870749	38099.6961887	38484.1952525	38348.350986	38223.8587964	38205.3697709	38021.7047111	37515.364853	37378.3351396	37275.8828756	37090.2872108	36845.6078649	36794.7342675	36259.5372022	35538.0319165	35128.9234753	34162.4753745	32937.7784157	31601.4694348	29767.4619908	27556.2571498	25450.1768296	23199.8022628	20930.9168579	18335.6894835	15132.8045248	11855.1115774	8490.92936306	3487.11116392
T042-B2BCGBAL-PBmiRNA_S11_qualimap	24155.4596143	27355.9033274	28650.5606647	29609.7194771	32762.4042876	34640.7897729	35944.4022914	37424.9384938	38135.4307162	38930.9256893	39615.1620316	39886.2857388	39926.4986109	40192.2057843	39917.2942352	40125.3706564	40536.8678924	40795.7831494	40797.2595882	40884.3449683	41175.0625769	40743.2548641	40902.6750446	40824.449127	41024.2453132	39308.364034	39193.6067173	39086.7899774	37038.0301285	36316.9237895	36205.3290102	35845.0609029	36073.7621554	36310.756272	36184.5842881	36295.4260652	36210.5617098	36447.497791	36571.0503467	36829.2077122	37070.7249431	37172.4861392	37333.5483454	37470.5250697	37619.183224	37511.3707233	36971.6447454	36574.0499272	36447.1730936	36744.6634611	37004.1821677	36997.3976865	36557.8474086	36181.0751573	36096.4688509	36149.0680501	36080.1377016	35909.8798226	35833.4199726	35861.4354295	35783.978703	35453.3289872	35244.2282529	35179.1825645	35384.6969988	35295.3957001	34981.70186	35192.9281921	34933.4630935	34599.9334479	34449.9428618	34127.7547206	34517.4488097	34537.9594334	34541.9964327	34586.1548217	34799.0184504	34758.9225268	34472.7439757	34598.3269155	34643.2595064	34605.0376814	34511.5373323	34274.5918472	33735.5820884	32855.8594686	32469.6969077	31635.9650248	30659.0644888	29316.5303845	27378.4525984	25241.1148958	23188.2596369	21173.2715763	19017.3219725	16496.1058527	13494.5968171	10043.6075909	6518.11327793	2270.34920994
T042-B2PPDBAL-PBmiRNA1_S9_qualimap	17834.2344243	19619.3761241	20826.2005857	21741.4545949	25118.5953035	26810.3888511	27927.6981659	29071.927694	29337.1770594	29785.0870125	30338.8389795	30397.4461845	30249.7103823	30371.470303	30271.5973979	30218.0798525	30308.1034269	30376.1995371	30468.8858926	30502.7021339	30644.7682662	30554.3280669	30469.9803089	30309.3464314	30462.4255307	28221.74932	27853.6169384	27677.2660822	26553.8545845	25938.245153	25941.5708131	25559.877052	25615.0981872	25921.3290014	25813.375073	25912.8740986	25983.0258724	26202.7065787	26156.3963869	26417.7066959	26868.5517552	26859.0405823	27100.7923415	27309.5318372	27305.4920018	27027.8067217	26484.1461888	25832.2316441	25472.2814941	25804.8768151	26002.4454194	26117.64398	26064.5237546	25630.2517485	25537.7645262	25436.6616999	25341.0665013	25102.0940088	25054.554431	25078.4148439	25160.9102994	25039.9692481	24910.2943599	24850.9997188	24958.2063181	24861.5808029	24721.9925337	24948.6729516	24775.9565239	24492.1795683	24533.5765683	24134.5526439	24252.762077	24260.4422034	24101.6065563	23978.593243	23844.6898209	23766.7702816	23422.4628	23301.3117717	23173.84733	22952.2401459	22738.7932686	22734.8531377	22415.2908719	21865.4341593	21583.5495346	21049.1005392	20334.9098576	19528.6247064	18349.8990131	16862.1028385	15462.6232717	14027.7671508	12587.9819114	10811.2058061	8670.5998829	6526.89259441	4269.90383284	1422.29158038
T042-B2PPDBAL-PLmiRNA2_S10_qualimap	11241.8544893	12400.1515865	13230.9900487	13859.1812386	15386.6357902	16305.5113029	16945.724559	17573.7919247	17673.3429475	17949.9287504	18302.7688819	18360.1660225	18234.0042518	18279.4843147	18218.8119828	18150.1749018	18169.9553598	18214.6839774	18325.3796655	18408.6973974	18574.1714682	18493.6368831	18352.6246066	18270.4534974	18345.5814774	17564.8035842	17393.7760357	17288.2119682	16681.0633469	16337.3020995	16299.5588761	16043.7593268	16081.8706559	16262.5971738	16188.632766	16164.3281032	16195.6340066	16362.3529321	16344.1643815	16465.6637248	16755.5537539	16744.9660832	16913.262694	17043.1650061	17003.0577975	16834.1278721	16569.11049	16270.1291386	16122.8745523	16332.761813	16465.4286289	16570.8318295	16543.917323	16311.791004	16241.4598447	16147.4504056	16104.6426555	15979.1085463	15945.6996052	15963.4604347	15987.2701518	15907.5014808	15829.0974304	15798.3922988	15852.5451694	15811.7598878	15671.4321591	15812.5159572	15738.5594718	15594.3752517	15626.0297195	15417.5041888	15439.112776	15442.6726117	15320.6236924	15252.1148478	15180.089805	15144.1743007	14954.6058662	14875.1171654	14785.2664332	14631.1260828	14505.4917734	14439.8713273	14196.1619282	13844.3003859	13643.0468176	13297.7491815	12821.6873539	12291.3312788	11582.4003112	10671.8491806	9812.03449848	8880.71852117	7942.48470975	6807.98388261	5432.91706494	4092.84453523	2664.92193629	876.711802322
T042-B2SalBAL-PBmiRNA1_S7_qualimap	19595.1099333	21875.1423665	22889.4651796	23722.8800543	26805.2085292	28343.5528744	29338.886774	30499.6785233	31138.9388455	31858.6665305	32429.2266042	32656.4827141	32762.0228162	33055.8650085	32897.8490342	33081.045741	33448.4609569	33722.2144051	33735.8489701	33806.2119079	34046.5961801	33692.5611641	33803.9044842	33758.4042484	34001.145115	32160.752095	31998.7801113	31910.7861737	30665.7687367	30141.7638556	30051.4149105	29691.8979855	29878.6905071	30058.7377632	30070.3025932	30146.8732399	29957.4438403	30063.580751	30130.4898341	30318.0752647	30414.9599857	30455.3182585	30636.2815175	30787.4405065	30930.8892587	30872.1692313	30429.5326755	30189.7303113	30121.8718819	30351.5805664	30620.0921494	30658.3281548	30314.5741504	30069.8812259	29996.7519817	30081.4904699	30042.003682	29890.2056092	29776.9549012	29774.2753372	29682.8071512	29397.2119305	29180.2100991	29088.008378	29347.249253	29319.6634603	29089.0273992	29274.9455935	29045.1735716	28767.4842714	28634.397275	28310.9132886	28458.5612581	28442.9145837	28477.1726864	28534.2068423	28734.4868828	28730.8272444	28453.0852835	28619.7299726	28630.8663085	28572.8885408	28509.8157909	28369.632838	27948.9578786	27158.501946	26821.3358948	26145.2514245	25310.6450858	24232.8762322	22633.6837196	20833.3925162	19141.4132498	17448.71876	15614.0520908	13451.0625905	10975.7103368	8086.1705259	5141.6782554	1717.47478202
T042-B2SalBAL-PLmiRNA2_S8_qualimap	18388.5127721	20540.2255925	21695.2127427	22638.6881072	24619.6372625	26035.1565899	27166.975152	28235.8090951	28713.1353901	29286.8638758	29918.7698177	30037.9400394	29924.1295377	30073.434416	29867.181892	29841.8973131	29995.0800791	30130.9955304	30176.8533414	30256.2397728	30522.8061077	30232.6859752	30009.1150484	29854.8236328	29990.477901	29220.9219567	29105.4367948	28966.7611352	27348.2081935	26765.2171052	26620.7242041	26164.6740444	26256.8162596	26505.3306285	26311.7486332	26312.932985	26292.3195299	26443.0851439	26448.8108752	26569.6155555	26818.5085592	26830.0222376	27034.3598003	27229.7850873	27302.6878485	27165.2455914	26714.3897653	26305.5422203	26104.8087635	26333.7596032	26432.2732809	26473.9502562	26319.7228662	26084.7895901	25945.0403836	25854.4473804	25809.2351911	25652.4646431	25524.1742875	25526.5366855	25568.30164	25377.2305173	25206.8880825	25208.7712079	25351.2966326	25304.0667064	25141.53281	25356.116912	25138.2915698	24877.0645897	24853.0365079	24496.040822	24790.4954514	24795.7996279	24686.7139225	24662.1073631	24728.2948753	24704.8203894	24478.8708639	24503.6666579	24510.2363883	24392.3288274	24339.2388364	24300.1980167	23936.3797394	23418.311387	23211.7398256	22531.6939929	21741.8544166	20780.0544506	19482.4060301	18009.1109117	16606.2107095	15083.0893608	13517.0433034	11853.8516215	9590.5863061	7223.63320262	4844.89942178	1714.17636979
T045-B1BALRNA-PBmiRNA_S16_qualimap	16952.736429	18582.2369231	19492.1334089	20329.9311351	22435.3898811	23793.8804137	24763.1720235	25804.0413318	26360.0504882	26915.3221843	27489.4770151	27657.576851	27667.8620205	27822.4504917	27740.1717041	27791.2044518	27972.7690493	28182.6833538	28260.6660236	28352.5921265	28449.1567412	28269.6255033	28195.8881277	28073.6142523	28204.881842	27236.2262631	27147.4187555	27044.0561322	26313.7205507	25976.1605697	26037.9152474	25663.752374	25755.146358	26011.0073438	25978.1955572	26116.7185847	26152.0928001	26320.1245388	26363.3868109	26566.0926193	26809.8388689	26814.1272892	27001.6772469	27217.9499615	27291.5689834	27167.0098117	26729.3638829	26242.2321753	25932.5929795	26169.9824175	26339.72509	26359.7914949	26118.8621238	25879.3056008	25793.8625034	25796.8593117	25724.6087256	25545.6914813	25456.0844669	25414.1216422	25430.483308	25245.0206192	25049.3893617	24968.8657291	25100.3215744	25080.9276511	24956.9879649	25158.8081299	25017.3322714	24856.796485	24803.054377	24440.5269433	24512.7945472	24524.3014748	24534.9981145	24554.1343097	24571.6857424	24547.5742526	24345.9452076	24368.6499515	24291.7917849	24210.1435525	24165.1051178	24190.4308399	23896.6221598	23285.192595	23089.5225049	22664.112868	21893.4348448	20975.9196544	19664.4064684	18104.1608256	16579.3855176	15116.6286956	13491.2048838	11619.3767782	9386.19340941	6980.6952881	4430.58940686	1475.21681636
T046-B1BALRNA-PBmiRNA_S17_qualimap	30860.0853302	35041.3440168	37098.0256662	38770.112212	42264.2481591	44639.4029253	46634.4186575	48557.0437829	49353.7024887	50223.4715328	51223.3805123	51509.4196186	51357.98581	51470.0568202	51178.7064917	51147.3262054	51496.2622716	51738.7384086	51871.7919012	51973.084461	52274.8827918	51903.0450817	51535.1787021	51180.7104276	51290.4196084	49862.2774439	49612.2065153	49492.4146718	46080.1661293	44937.6272617	44624.1755214	43646.3561689	43560.5816227	43870.7402982	43357.4535146	43418.9722358	43377.993504	43628.3062444	43571.5579687	43699.9925441	44004.7826486	43816.0461274	44086.0830678	44382.9426161	44574.3167506	44361.8233379	43670.0161037	42834.2989837	42339.0391891	42641.5100545	42795.1876918	42913.3062183	42610.7143119	41987.186675	41710.5109758	41386.3815578	41166.6441251	40920.1600753	40662.1667469	40589.9246041	40690.7373831	40312.6443921	39985.1419217	39847.4344073	40004.3788151	39913.8598549	39762.0847766	39903.0189173	39552.0817279	39199.7188767	39130.4850004	38725.6687166	39693.2182709	39945.0175913	39818.8986211	39783.5533746	39772.9527632	39586.7149019	39123.7701274	39038.4729342	38923.4332153	38734.0760795	38500.6164791	38514.4556263	38020.6371676	37274.1714927	36837.8429608	35938.334759	34613.5608867	33150.4056204	31226.0161517	28891.0185474	26618.2890776	24177.7369553	21639.5665084	18715.6312561	15257.474309	11684.8519313	8011.82507025	3083.75292904
T047-B1BALRNA-PBmiRNA_S18_qualimap	22070.2348501	24948.7557757	26478.1099828	27787.3184261	30514.5559282	32220.1408223	33606.0678677	35046.6673839	35726.1565581	36338.8932512	37139.3314704	37245.9512601	37049.7999727	37176.6921116	36965.8861106	36877.5580703	37093.64182	37272.4811191	37387.1713248	37491.9144409	37680.7264742	37372.5175507	37080.7033234	36861.5808737	36989.6811048	35799.7135491	35566.6573135	35480.8996512	33216.6980892	32456.6673322	32205.1241189	31505.6548021	31425.4612857	31610.4349417	31239.4012689	31181.2707004	31128.813016	31323.777237	31344.5598454	31502.9779292	31750.7193883	31666.0486824	31786.7670386	31959.3424627	32066.8988199	31910.350518	31477.9343769	30985.9612925	30646.414571	30826.3866269	30911.7122246	30962.1541317	30717.4799299	30277.7286995	30071.3320255	29968.8575391	29910.5609683	29726.1008011	29504.0282962	29423.0918567	29463.616059	29182.9012054	28936.4674259	28796.0078128	28877.8149188	28870.3545728	28668.1376918	28797.2691175	28548.4272828	28284.4934105	28245.5997778	27933.7811672	28600.8207958	28779.2164618	28677.8630338	28697.1978013	28633.918115	28518.4785007	28223.3738929	28167.0153222	28086.0497336	27905.7174223	27754.6167399	27788.878243	27409.622446	26821.9938015	26485.4934586	25863.1028652	24890.8779484	23897.9614206	22560.3251409	20908.2340096	19271.9869622	17512.0626515	15691.8008897	13624.0969767	11071.164865	8476.63748328	5833.8371051	2266.28398975
T047-B2BCGBAL-PBmiRNA_S21_qualimap	12807.2189563	14101.4305715	14845.597896	15511.7390928	16626.223161	17389.1734313	18003.7138534	18602.5551559	18897.8590985	19256.4699746	19672.9237138	19773.3576086	19758.7444847	19884.4121243	19837.6983862	19830.5082908	19916.5477295	20045.0363854	20127.8999902	20184.1046388	20319.620422	20226.2013726	20123.2232497	20070.470761	20162.1227531	19841.9422505	19830.5495282	19764.3582773	18998.2979904	18718.1790866	18638.5654922	18385.6259324	18426.6672343	18525.9168996	18423.9171563	18433.5919494	18493.0269	18643.8150012	18669.73343	18758.6003477	18918.9525281	18942.1671486	19040.4627807	19185.8592036	19255.092071	19172.423271	18956.0098623	18763.0137765	18628.1442075	18722.3009983	18753.0025356	18744.1607714	18599.6675062	18435.8430022	18361.8509506	18344.1003166	18359.1872597	18257.7746982	18160.615887	18099.9782818	18091.9737613	17968.5454515	17852.4952052	17784.7531684	17826.892181	17815.3842725	17689.9989778	17788.9291677	17690.8311789	17599.5244708	17601.4390185	17425.8643585	17603.5898286	17654.498056	17639.2202601	17702.2049922	17703.9046184	17687.3302041	17578.9198817	17574.4713991	17559.7971068	17485.0840526	17410.9958142	17375.9790511	17156.0835873	16793.1964099	16589.3718306	16259.1263334	15673.905683	15038.9787728	14195.66446	13141.2755478	12120.0354938	11052.6939336	9857.22116877	8503.92275049	6883.88745573	5139.7419114	3336.72156693	1172.97061004
T047-B2PPDBAL-PBmiRNA1_S19_qualimap	22656.8690738	24956.4624457	26385.5614357	27537.735183	30777.4962324	32591.6441946	33904.1699295	35257.6529492	35609.2964696	36155.5329636	36999.3269825	37087.3591909	36904.3728148	37094.4611316	37045.938545	36974.5708362	37096.9579261	37103.5351607	37322.6314467	37427.4102837	37639.058983	37553.7808279	37332.6363704	37221.8952129	37403.8158068	35629.35325	35230.2094129	35012.4986475	33340.5615803	32500.9436256	32351.3359476	31823.8185467	31816.2755216	32057.1126432	31745.2655191	31732.2789843	31719.1836569	31900.2906453	31826.6884056	32095.1328973	32493.5624973	32462.6373844	32676.6366661	32870.0198633	32922.9561979	32643.4221346	32086.7543383	31507.881695	31258.1421131	31715.9839269	31860.5769308	31993.3507015	31957.3875941	31421.5373647	31339.4892776	31189.9060486	30995.9442217	30725.2947066	30691.0138741	30773.9307997	30886.0907315	30718.1220492	30544.9021426	30406.5140795	30418.9242232	30270.358518	30103.0833018	30381.1945079	30120.508745	29684.777277	29846.3996602	29467.5196548	29914.1354641	29967.2445374	29672.7539311	29400.0819367	29208.5845208	29097.411244	28733.0951054	28507.356667	28247.059284	27994.3658149	27789.3097407	27825.1344884	27427.3050747	26921.0675031	26522.6451773	25915.6282472	25028.0652413	24088.4428797	22637.2890326	20814.1235495	19098.5852436	17292.1707689	15459.2781778	13254.0934951	10714.7248913	8203.1705735	5530.35189676	2040.85776903
T047-B2PPDBAL-PLmiRNA2_S20_qualimap	13517.3238593	14935.3501755	15883.4539494	16609.1674642	18828.1569897	20019.5501749	20805.3870313	21650.381537	21838.5366928	22130.3765953	22579.418876	22698.3999066	22631.1304477	22713.2532112	22711.1220067	22654.6918389	22682.926966	22689.7857712	22759.1164931	22846.5268441	22972.8322159	22901.0164109	22743.7963658	22658.8326713	22759.924999	21397.3290703	21138.7846204	21055.2885577	20461.5171365	20051.3399803	20068.6503495	19737.864463	19695.0386988	19910.4900142	19829.1021434	19861.3337477	19922.5654164	20045.137368	19974.8613411	20140.9562912	20455.9543445	20464.7891907	20598.3843482	20737.212077	20677.6917397	20464.4668934	20112.8761889	19721.5116496	19483.8525727	19761.3129252	19881.9929504	19950.3178864	19920.6775679	19578.193727	19517.8718262	19479.0063467	19405.0260646	19226.719333	19198.0022503	19212.8784212	19230.3316445	19105.351521	19001.6173609	18969.9294335	19015.9402667	18952.0044717	18796.3095449	19012.7775369	18911.8137063	18633.9352547	18746.6899997	18519.5343963	18581.6426187	18571.2464895	18404.4414204	18283.8020497	18148.6534528	18101.2195475	17849.9700927	17769.3889262	17594.3852817	17386.9200825	17235.2124641	17190.46513	16865.0125545	16413.7417927	16121.8591112	15726.5846293	15162.8980429	14564.8449809	13691.0042015	12579.3946833	11548.6787812	10441.2152145	9337.47072349	7956.52193762	6391.87720449	4850.44427153	3158.35819723	1075.30953917
T047-B2SalBAL-PBmiRNA1_S3_qualimap	36844.2461158	43089.3296087	46159.367324	48486.9742738	52768.1464833	55468.3021413	57718.545032	59867.9117107	60787.2407462	61602.2153228	62833.116784	62920.4618296	62328.3421379	62312.2610707	61822.9392458	61573.4753252	61805.6689816	61870.5714047	62163.7939857	62309.5014873	62613.5013315	61875.4707421	61161.663247	60758.1973462	60951.033363	59237.0098884	58856.6450759	58653.9974225	52482.4389015	50577.0788059	49831.003367	48468.4569674	48311.0351693	48635.2993265	47853.1904267	47679.2163124	47391.5389771	47663.5196788	47514.9073234	47657.5864787	48000.5053151	47860.0269944	48081.9509951	48355.3980913	48489.7082701	48228.8352282	47551.7578478	46756.2677954	46346.1089498	46607.9819578	46734.1057701	46911.9525453	46624.2322253	45835.2726578	45496.847267	45140.6891359	44952.3732827	44750.5723536	44545.0263856	44626.1705949	44776.3512971	44316.1806253	43852.4886169	43613.1211522	43670.9437582	43572.8745562	43344.1824081	43519.4845157	43137.2874008	42634.5447139	42695.7800506	42352.5011638	44008.1802625	44608.1032769	44387.8920329	44254.2257758	44180.5710486	44003.5406727	43499.9325174	43339.5133606	43135.7385919	42865.2422477	42559.3949344	42464.1689097	41858.6713068	41092.2627661	40472.6522908	39430.7728189	37966.5847085	36415.6961329	34392.5562557	31940.664591	29528.5552925	26775.6517329	24005.6455908	20865.1145177	17110.9013313	13392.1862599	9758.41916608	4164.96349494
T047-B2SalBAL-PLmiRNA2_S4_qualimap	35952.0831879	42263.5245013	45294.9888941	47519.769095	52041.7505337	54928.6901728	57013.3509695	59317.4727105	60011.4610796	60721.2208542	61849.4597154	62049.992174	61356.2194558	61162.9729469	60699.6470661	60330.5580123	60251.8804519	60134.0296553	60366.3620415	60356.7688882	60656.6115684	59421.441026	58186.574387	57669.4332092	57708.328424	55627.1648799	54974.2320298	54536.5607124	48142.7878517	45962.8425769	45090.1966638	43774.6849782	43780.0584847	44211.2457134	43462.7963252	43189.207571	42848.94867	43080.1557316	42954.3682837	42998.7644693	43443.6155927	43300.7814525	43425.7694204	43591.4839942	43546.5583426	43262.8441992	42714.3068494	42038.0641262	41673.127623	41951.9581049	41945.0646659	42091.9994056	41987.7188613	41337.8708196	41079.326378	40755.732251	40661.0364533	40527.4226469	40299.6937788	40544.8383018	40706.3994833	40322.1085846	39891.854839	39674.7556739	39675.8287504	39465.1782154	39231.5492482	39490.6202161	39252.6344721	38703.0699277	38894.3658807	38503.832031	40284.3527102	40811.2653973	40280.7893315	40030.374505	39904.3537688	39686.9016077	39226.7987726	39088.3798433	38953.540988	38581.7457157	38233.413725	38104.2952379	37420.2514657	36777.3425794	36194.0628729	35081.1633475	33592.4871298	32104.7523614	30346.2247947	28214.601291	26055.0353862	23477.6877515	21050.7522514	18356.8429931	15128.9571516	12094.957728	9051.07354512	4000.33055795
T048-B1BALRNA-PBmiRNA_S22_qualimap	26907.812823	29870.1133041	31325.9395508	32577.4016353	36075.8657007	38122.7252032	39668.4384016	41162.3889531	41969.2778981	42860.1907769	43754.6962549	43820.5518968	43820.377317	44136.2610415	43901.7394328	43867.2625294	44217.8598173	44503.4197913	44545.0564594	44559.3149144	44809.1765084	44398.6250945	44204.503763	43963.1096125	44107.4170755	42312.973522	42046.2323162	41883.198877	39676.044162	38946.4500486	38806.0191647	38118.4722756	38168.9246748	38461.1521127	38215.4951564	38295.2679307	38263.8921124	38404.6330227	38401.002553	38573.5941757	38820.6032554	38767.2031272	38982.1406808	39250.7861646	39422.3826989	39327.2604097	38741.1938467	38122.2553288	37755.3484261	38067.8904459	38326.8140428	38424.431313	38083.0447177	37644.5865262	37478.3697474	37364.6989533	37270.4589743	37104.2386739	36881.1259247	36739.3191327	36759.4530006	36421.8156114	36136.5399889	35990.0913134	36215.2673954	36199.1159116	36035.9850836	36282.1625438	36013.1767316	35721.9182626	35615.2612219	35198.1691302	35797.2873598	35880.9111004	35792.5243223	35790.3554621	35858.95094	35787.0464668	35484.4081383	35502.069433	35438.8466196	35315.9649069	35229.1574111	35268.6797309	34815.0214407	34092.6710233	33825.1118317	33043.8161607	31932.6951486	30616.4377245	28794.8489222	26690.8592705	24638.013588	22387.1276137	19997.3983239	17455.974431	14052.761537	10585.0342577	7080.15324024	2574.53120048
T048-B2BCGBAL-PBmiRNA_S24_qualimap	26163.0799467	29140.3504692	30578.267789	31857.3974556	35362.3665934	37782.8522862	39587.9758329	41333.2797798	42320.4305288	43274.6142954	44184.6309547	44377.0557698	44488.3719451	44792.0779112	44470.7416625	44534.5013804	44925.2407254	45186.8356167	45068.9981072	45137.7909612	45295.0669954	44749.3973984	44632.6081551	44336.4366574	44544.5951394	42904.5435444	42730.3367166	42528.535347	40642.1758871	40042.5543795	40017.4464069	39400.2518297	39534.6859266	39994.7553445	39839.7484822	40157.2577793	40163.3481644	40324.4091037	40452.2128236	40692.4132635	41017.4640814	41092.143349	41334.7163656	41520.8443335	41640.1970957	41514.5480884	40753.9735802	39879.2970516	39280.5124217	39574.0502503	39823.4500002	39809.3630376	39383.955826	38987.2831376	38906.0674178	38933.7509335	38858.2430598	38671.3612299	38540.5978185	38469.3565262	38442.0561537	38078.7278852	37835.7665181	37736.0500712	37992.6105757	37937.3181401	37653.6521023	37969.6809527	37646.5717423	37264.0631083	37174.0855151	36692.5610703	37167.0179147	37177.2836808	37111.2862604	37143.7236387	37339.9363045	37314.9893326	36991.551694	37060.5688444	37028.1818918	36946.2120249	36894.5063144	36788.0195554	36275.0796223	35271.2600364	34988.1047662	34138.6466229	33041.4897981	31587.2696143	29511.353418	27219.1520007	24996.3273638	22836.3240183	20523.83348	17961.0766375	14537.0301192	10842.7884476	7047.31961547	2473.81542352
T048-B2PPDBAL-PBmiRNA_S23_qualimap	23350.1729641	25729.3837773	27202.8808074	28359.5709953	31862.8103275	33636.7536636	34900.0069638	36338.9289242	36839.8668411	37511.8171563	38327.6746972	38433.3878081	38385.2876882	38650.0008494	38600.0169105	38568.8144925	38798.2634495	38925.694502	39048.8239315	39161.9723424	39353.2143352	39232.6252544	39101.3460579	38979.5619302	39155.575392	37021.0915393	36657.7187109	36479.9982557	35117.8555117	34398.1375326	34352.4685535	33794.6375111	33707.92307	34013.1144967	33816.3081112	33785.7150268	33818.9313161	33960.7304804	33907.1853439	34173.0484752	34587.959494	34565.9904131	34757.5835766	34979.9453512	35017.5452289	34777.9591783	34264.3071057	33774.8132738	33547.9103244	33987.9615482	34208.1693039	34412.7829371	34408.5692905	33953.3023096	33829.119132	33706.5695906	33602.6670734	33281.1683666	33226.969063	33265.7965921	33319.8237846	33104.552062	32928.2168842	32862.0689992	32961.9014758	32841.8388583	32637.3795255	32997.4534833	32858.2670573	32466.3459765	32542.1422061	32159.1400185	32421.2242841	32459.7070111	32249.292729	32097.1512317	31910.523103	31770.5337471	31360.3996732	31265.1379469	31029.1214891	30764.0561607	30478.8776313	30473.2689002	30014.2186558	29307.9142866	28855.5287619	28205.4121331	27256.7569895	26168.7325323	24602.6146756	22691.6911247	20820.6315217	18842.5139929	16788.0099662	14361.6387244	11537.8535883	8660.12204154	5665.64330473	1992.80669369
T048-B2SalBAL-PBmiRNA_S5_qualimap	24387.5345352	27927.6818234	29656.52377	30998.2594425	33733.0352801	35576.0778305	37121.7697108	38638.8576024	39405.2905167	40153.2027928	40969.3362912	41015.1683715	40812.5590563	41002.5480906	40719.3396111	40660.5647663	40906.6246556	41106.3309898	41292.0741976	41380.7440336	41667.6667514	41279.3561867	40975.7662676	40782.5388039	40874.0694426	39838.1305626	39518.5184492	39270.0431903	36148.4017394	35207.5348274	34826.1540786	34050.9428664	34003.8763512	34273.96182	33831.8301396	33776.3849954	33673.6005059	33845.5531645	33892.5682407	34118.4463123	34461.354416	34432.8656841	34625.5072524	34801.3357265	34925.6850433	34755.8926797	34281.0548446	33713.1029368	33399.1812664	33660.2369685	33809.0540635	33907.2751108	33667.4040882	33288.5693778	33094.5704832	32919.3259847	32881.2496611	32760.3410151	32668.8327077	32716.3822875	32779.5892756	32492.0230407	32259.6574842	32110.9250155	32113.1799344	31994.5345296	31792.9323629	31961.5930335	31679.9426229	31374.9778695	31348.0921762	30956.6710381	31661.8489662	31839.5116741	31677.8243337	31610.9844219	31624.5262948	31503.4086408	31172.0524452	31034.6676028	30945.9633714	30741.7479655	30547.0682905	30448.379753	29972.7653859	29370.5627193	28988.8437533	28175.1330604	27162.9213681	26005.5578801	24494.4317088	22674.7550679	20936.443713	18978.242207	16997.6755156	14833.1974079	12014.1381252	9184.70012375	6359.35967137	2468.30148825
T049-B1BALRNA-PBmiRNA_S2_qualimap	23003.4994951	26603.1534328	28192.8726728	29423.2514165	31258.3179138	32878.1399634	34329.247155	35738.9802503	36573.4051384	37372.7890994	38185.6288005	38454.5236765	38511.9690087	38837.4209594	38683.6167778	38847.1852655	39359.6278552	39695.3288098	39829.5067482	39930.4421871	40238.6353089	40146.3717492	40080.6770359	39890.8402442	40041.6442809	39790.3388989	39822.3819348	39689.8579324	36484.6447495	35734.2615032	35443.1935238	34783.8858029	34854.973289	35138.6226329	34696.9230674	34734.2068497	34753.9801379	34999.1377847	35025.8590995	35142.6849693	35279.3589452	35118.3635407	35202.9751962	35312.2729699	35443.3741367	35305.2893874	34701.8644277	34068.1627614	33664.1861316	33768.2779192	33821.3213954	33802.6019876	33488.5886349	33042.8234653	32812.9953432	32693.6454237	32595.9231672	32465.2038421	32264.000844	32189.7586427	32183.9216006	31867.4506294	31677.9393097	31533.9856656	31644.2503023	31659.4360803	31615.2733694	31742.2869397	31493.584755	31252.2071897	31192.8837135	30970.0645581	31922.0850566	32223.7144578	32122.4473092	31985.8162774	31845.600595	31666.6801067	31444.7069189	31351.937785	31320.0804828	31215.0481643	31107.1719711	31035.760487	30552.1601673	29933.2011977	29655.0368028	28875.2071255	27832.0316908	26645.4313344	25101.0970968	23350.2631226	21646.5093865	19704.2896377	17704.441188	15541.8581605	12641.4049453	9613.68433301	6683.10768284	2757.13762694
